Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_E5346WB5	206530740001_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999845293	Diffuse Midline Glioma, H3k27-Altered	0.999844615	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999844574	DMG_K27	0.999844574	Diffuse midline glioma, H3 K27-altered	0.982	Diffuse midline glioma, H3 K27-altered	0.982	DMG K27	0.982
BS_JB2T24Y4	207356850155_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.981826075	Paediatric-Type Diffuse High-Grade Gliomas	0.981722495	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.978376241	pedHGG_RTK1B	0.859517423	Pediatric-type high-grade gliomas	0.95	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.92	pedHGG RTK1B	0.852
BS_08TS9717	205707900172_R08C01	Control Tissues	0.999874969	Control Brain Tissues	0.999874969	Control Tissue, Cerebellar Hemisphere	0.999874969	CTRL_CBM	0.999874969	Control tissues	0.611	Control tissue, cerebellum	0.584	CONTR CEBM	0.584
BS_2N7G3R27	205567980059_R07C01	Adult-Type Diffuse Gliomas	0.957639157	Glioblastoma, IDH-Wildtype	0.95567412	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.737274053	GBM_MES_TYP	0.735824916	Glioblastoma, IDH-wildtype	0.989	Glioblastoma, IDH-wildtype	0.988	GBM MES TYP	0.987
BS_8F50CHFP	205624880180_R07C01	Cranial And Paraspinal Nerve Tumours	0.999860742	Schwann-Cell Tumours	0.999743222	Schwannoma	0.999730762	SCHW	0.999730762	Mesenchymal tumors	0.988	Schwannoma	0.984	SCHW	0.984
BS_F7HDH4GB	207356850144_R07C01	Control Tissues	0.96887707	Control Brain Tissues	0.96858305200000006	Control Tissue, Hemispheric Cortex	0.968216069	CTRL_HEMI	0.968216069	Control tissues	0.884	Control tissue, cerebral hemisphere	0.855	CONTR HEMI	0.855
BS_S1JQYAAW	205624900074_R02C01	Control Tissues	0.95827442	Control Tissue, Reactive Tumour Microenvironment	0.95824136	Control Tissue, Reactive Tumour Microenvironment	0.95824136	CTRL_REACTIVE	0.95824136	Control tissues	0.974	Control tissue, reactive tumor microenvironment	0.946	CONTR REACT	0.946
BS_C51P611V	205707890151_R08C01	Ependymal Tumours	0.995377395	Posterior Fossa Ependymoma Group A	0.994163036	Posterior Fossa Ependymoma Group A2	0.987817707	EPN_PFA_2A	0.983607973	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.84	EPN PFA 2A	0.73
BS_52AYVHZ7	205657380110_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.954688782	Paediatric-Type Diffuse High-Grade Gliomas	0.952851065	Diffuse Paediatric-Type High Grade Glioma, RTK2 Subtype	0.562310701	pedHGG_RTK2B	0.561227481	Pediatric-type high-grade gliomas	0.987	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.951	pedHGG MYCN	0.889
BS_X153Y7JS	209648840135_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99988824	Diffuse Midline Glioma, H3k27-Altered	0.999885255	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.99988509	DMG_K27	0.99988509	Diffuse midline glioma, H3 K27-altered	0.972	Diffuse midline glioma, H3 K27-altered	0.972	DMG K27	0.972
BS_BQYXKCD0	206430120162_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.976884727	Paediatric-Type Diffuse High-Grade Gliomas	0.976319875	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.933603199	DHG_G34	0.933603199	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.968	DHG G34	0.968
BS_JP186GB0	206390560133_R08C01	Medulloblastoma	0.999949947	Medulloblastoma Non-WNT/Non-SHH Activated	0.999944219	Medulloblastoma Group 4	0.999940046	MB_G34_VIII	0.999914857	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_NSKZ3H09	205707900030_R06C01	Ependymal Tumours	0.999997938	Posterior Fossa Ependymoma Group A	0.999997622	Posterior Fossa Ependymoma Group A2	0.999997472	EPN_PFA_2A	0.999902503	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_0MV6XKWC	205707900078_R03C01	Ependymal Tumours	0.999995588	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999987403	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999979206	EPN_ST_ZFTA_RELA_A	0.999978985	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.986	EPN ST ZFTA RELA	0.986
BS_YYQBP148	206402350086_R06C01	Ependymal Tumours	0.999832139	Posterior Fossa Ependymoma Group A	0.999773884	Posterior Fossa Ependymoma Group A1	0.999492565	EPN_PFA_1E	0.991810821	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.857	EPN PFA 1E	0.638
BS_CYX19WJT	206390560071_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999299268	Paediatric-Type Diffuse High-Grade Gliomas	0.999287733	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.999214556	DHG_G34	0.999214556	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.985	DHG G34	0.985
BS_WY2HPA89	205624900107_R02C01	Ependymal Tumours	0.999982763	Posterior Fossa Ependymoma Group A	0.999979193	Posterior Fossa Ependymoma Group A1	0.999877131	EPN_PFA_1E	0.877352252	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 1E	0.988
BS_NHR5TX1Z	205707900053_R06C01	Ependymal Tumours	0.999963902	Posterior Fossa Ependymoma Group A	0.999958968	Posterior Fossa Ependymoma Group A2	0.999955586	EPN_PFA_2A	0.825507507	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.986	EPN PFA 2A	0.984
BS_T2CWHH4K	206390560067_R03C01	Control Tissues	0.349198529	Control Brain Tissues	0.338784972	Control Tissue, Hemispheric Cortex	0.33023772	CTRL_HEMI	0.33023772	Low-grade glial/glioneuronal tumors	0.907	Ganglioglioma	0.895	GG	0.895
BS_5REGCJEY	206390560100_R05C01	Tumours Of The Sellar Region	0.999569084	Craniopharyngioma	0.999545046	Adamantinomatous Craniopharyngioma	0.999544927	CPH_ADM	0.999544927	Epithelial tumors	0.988	Adamantinomatous craniopharyngioma	0.986	CPH ADM	0.986
BS_HJBTJ8Q7	205589730167_R02C01	Inflammatory Microenvironment	0.438239477	Inflammatory Microenvironment	0.438239477	Inflammatory Microenvironment	0.438239477	INFLAM_ENV	0.438239477	Control tissues	0.866	Control tissue, reactive tumor microenvironment	0.819	CONTR REACT	0.819
BS_1ZW0BTJ2	205125590007_R01C01	Neuroepithelial Tumour, PLAGl1-Fused	0.999999915	Neuroepithelial Tumour, PLAGl1-Fused	0.999999915	Neuroepithelial Tumour, PLAGl1-Fused	0.999999915	NET_PLAGL1_FUS	0.999999915	Neuroblastic embryonal tumors	0.983	CNS tumor, PLAGL1 fusion-positive	0.978	CNS PLAGL1 FUS	0.978
BS_J7DNY34X	206390560083_R03C01	Cranial And Paraspinal Nerve Tumours	0.992785099	Cranial And Paraspinal Nerve Tumours	0.705453144	Plexiform Neurofibroma	0.70438903	NFIB_PLEX	0.70438903	Mesenchymal tumors	0.988	Plexiform neurofibroma	0.909	NFIB PLEX	0.909
BS_5K50ZZVF	206402350048_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999961214	Paediatric-Type Diffuse High-Grade Gliomas	0.999960752	Diffuse Paediatric-Type High Grade Glioma, H3 Wildtype And IDH Wild Type, Subtype A\&B (Novel)	0.99995458	pedHGG_A	0.999952905	Pediatric-type high-grade gliomas	0.983	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.981	pedHGG A	0.976
BS_37T009DG	205624860003_R06C01	Ependymal Tumours	0.986737113	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.982039836	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.967710845	EPN_ST_ZFTA_RELA_A	0.967481562	Ependymal tumors	0.988	Supratentorial ependymoma, ZFTA fusion-positive	0.982	EPN ST ZFTA RELA	0.982
BS_XVNPADPR	205624870063_R06C01	Medulloblastoma	0.184451745	Medulloblastoma, SHH-Activated	0.117885339	Medulloblastoma, SHH-Activated, Subtype 3	0.107073909	MB_SHH_3	0.107073909	Mesenchymal tumors	0.979	Chondrosarcoma	0.643	CSA GROUP B	0.533
BS_26Q3RNP6	206402350086_R07C01	Other CNS Embryonal Tumours	0.99999584	Atypical Teratoid Rhabdoid Tumour	0.999995473	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.999992355	ATRT_SHH	0.999992355	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.986	ATRT SHH	0.985
BS_2KYCDB13	205624860109_R02C01	Ependymal Tumours	0.197511923	Medulloblastoma, SHH-Activated	0.097530788	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.07052244	EPN_ST_ZFTA_RELA_A	0.069457893	Neuroblastic embryonal tumors	0.486	CNS tumor with PATZ1 fusion	0.152	CNS PATZ1 FUS	0.152
BS_ATVVVXCS	205624870061_R08C01	Rhabdomyosarcoma	0.997443891	Alveolar Rhabdomyosarcoma	0.997338487	Rhabdomyosarcoma, Alveolar Subtype	0.997338487	ARMS	0.997338487	Mesenchymal tumors	0.988	Rhabdomyosarcoma	0.987	RMS ALV	0.987
BS_8KS2BZR5	205624860161_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.960876586	Pilocytic Astrocytoma	0.887709826	Infratentorial Pilocytic Astrocytoma	0.868248652	PA_INF	0.868248652	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.97	PA PF TYP	0.963
BS_KAFZ8Y5J	205624860012_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.99966646	Pilocytic Astrocytoma	0.998924178	Supratentorial Midline Pilocytic Astrocytoma	0.997871435	PA_MID	0.997871435	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA MID	0.986
BS_AHX3C7QS	206390560106_R01C01	Other CNS Embryonal Tumours	0.999707904	Atypical Teratoid Rhabdoid Tumour	0.965752511	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.965679536	ATRT_TYR	0.965679536	SMARC-altered tumors	0.983	Atypical teratoid/rhabdoid tumor	0.983	ATRT TYR	0.981
BS_S70ERMN0	207343240057_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999917691	Diffuse Midline Glioma, H3k27-Altered	0.999916586	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999916226	DMG_K27	0.999916226	Diffuse midline glioma, H3 K27-altered	0.772	Diffuse midline glioma, H3 K27-altered	0.772	DMG K27	0.772
BS_FP4757SN	205657380110_R03C01	Medulloblastoma	0.999822057	Medulloblastoma Non-WNT/Non-SHH Activated	0.999804056	Medulloblastoma Group 3	0.99957522	MB_G34_III	0.957725682	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 III	0.988
BS_ZNZ19RZS	205707890145_R07C01	Ependymal Tumours	0.999981825	Posterior Fossa Ependymoma Group A	0.999978772	Posterior Fossa Ependymoma Group A1	0.999900302	EPN_PFA_1A	0.815839101	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.96	EPN PFA 1A	0.887
BS_VTWGK1DV	206430120132_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.766808403	Diffuse Midline Glioma, H3k27-Altered	0.753494295	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.75331154	DMG_K27	0.75331154	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_W6T84FBY	207356850155_R05C01	Other CNS Embryonal Tumours	0.999992053	Atypical Teratoid Rhabdoid Tumour	0.994685827	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.994685427	ATRT_TYR	0.994685427	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.986	ATRT TYR	0.984
BS_SB4J8W73	205707890108_R01C01	Medulloblastoma	0.999680201	Medulloblastoma Non-WNT/Non-SHH Activated	0.999641459	Medulloblastoma Group 4	0.999595936	MB_G34_VIII	0.998814119	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_P3EHKA6H	205707890153_R01C01	Ependymal Tumours	0.999301697	Posterior Fossa Ependymoma Group A	0.999165737	Posterior Fossa Ependymoma Group A2	0.99900451	EPN_PFA_2B	0.900073236	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.963	EPN PFA 2B	0.732
BS_AAHD7HKE	205982900155_R08C01	Medulloblastoma	0.997578767	Medulloblastoma, SHH-Activated	0.997046882	Medulloblastoma, SHH-Activated, Subtype 2	0.948776613	MB_SHH_2	0.948776613	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.94	MB SHH 2	0.851
BS_2NCEKP94	205707900030_R03C01	Ependymal Tumours	0.999917659	Posterior Fossa Ependymoma Group B \& Posterior Fossa Subependymoma	0.999512702	Posterior Fossa Ependymoma Group B	0.999511291	EPN_PFB_4	0.996331441	Ependymal tumors	0.989	Posterior fossa group B (PFB) ependymoma	0.984	EPN PFB 4	0.984
BS_N0M1S8GA	205624870062_R02C01	Medulloblastoma	0.995128627	Medulloblastoma, SHH-Activated	0.995109066	Medulloblastoma, SHH-Activated, Subtype 2	0.994887608	MB_SHH_2	0.994887608	Medulloblastoma	0.989	Medulloblastoma, SHH-activated	0.986	MB SHH 2	0.986
BS_Q38RHT56	207356840047_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.993468453	Diffuse Midline Glioma, H3k27-Altered	0.993269582	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.993238927	DMG_K27	0.993238927	Pediatric-type high-grade gliomas	0.878	H3 K27 and MAPK-altered glioma	0.856	H3K27 MAPK	0.856
BS_TTXVFB85	205676390142_R06C01	Germ Cell Tumours	0.999999696	Germ Cell Tumours Of The CNS	0.999999696	(Immature) Teratoma	0.999999696	GCT_TERA	0.999999696	Other tumors	0.978	Teratoma	0.976	GCT TERA	0.976
BS_W7K1H10P	206402350055_R05C01	Adult-Type Diffuse Gliomas	0.999994745	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.999992645	Glioneuronal tumor with ATRX alteration, kinase fusion and anaplastic features 	0.999992644	GTAKA	0.999992644	Intermediate-grade IDH-wildtype gliomas	0.98	Glioneuronal tumor with ATRX alteration, kinase fusion and anaplastic features	0.97	GTAKA	0.97
BS_9H0M145X	206390560077_R06C01	Medulloblastoma	0.999968856	Medulloblastoma Non-WNT/Non-SHH Activated	0.999964336	Medulloblastoma Group 3	0.999788502	MB_G34_III	0.997773514	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 III	0.988
BS_1JBHR7FM	205707900008_R04C01	Ependymal Tumours	0.998007333	Posterior Fossa Ependymoma Group A	0.9976105	Posterior Fossa Ependymoma Group A2	0.996936102	EPN_PFA_2A	0.585640882	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.964	EPN PFA 2B	0.899
BS_4QKZM1NC	206402350106_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.298492315	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.244236502	Ganglioglioma	0.23351394	GG	0.23351394	Low-grade glial/glioneuronal tumors	0.529	Ganglioglioma	0.368	GG	0.368
BS_0F6G5B4Q	205624860132_R07C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.219300513	Notochordal Tumours	0.182040385	Chordoma	0.182040385	CHORDM	0.182040385	Mesenchymal tumors	0.984	Poorly differentiated chordoma	0.282	CHORDM PD	0.282
BS_46NDPFHD	205707900126_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.994822407	Pilocytic Astrocytoma	0.991875236	Infratentorial Pilocytic Astrocytoma	0.793875921	PA_INF	0.793875921	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_V38JC9TH	205624900117_R05C01	Other CNS Embryonal Tumours	0.999968129	CNS BCOR-Altered Tumours	0.999965901	Neuroepithelial Tumour With BCOR Internal Tandem Duplication	0.999965887	CNS_BCOR_ITD	0.999965887	BCOR-altered tumors	0.98	CNS tumor with BCOR internal tandem duplication	0.979	CNS BCOR ITD	0.979
BS_BHVZDY7X	206430120137_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.309217792	Paediatric-Type Diffuse High-Grade Gliomas	0.232046629	Glioblastoma, IDH-Wildtype, RTK2 Type	0.082253901	GBM_RTK2	0.082253901	Pediatric-type high-grade gliomas	0.841	Infant-type hemispheric glioma	0.601	IHG TYP	0.596
BS_7ZNW2CM5	207356840106_R04C01	Cranial And Paraspinal Nerve Tumours	0.968695601	Malignant Peripheral Nerve-Sheath Tumour	0.949797973	Malignant Peripheral Nerve Sheath Tumour [Spinal Or Atypical Type]	0.875777487	MPNST_ATYP	0.875777487	Glioblastoma, IDH-wildtype	0.451	Glioblastoma, IDH-wildtype	0.451	GBM MES ATYP	0.354
BS_36HN0ANX	205707910014_R04C01	Ependymal Tumours	0.999997654	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999997654	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.99999765	EPN_ST_ZFTA_FUS_E	0.99999276	Ependymal tumors	0.986	Supratentorial ependymoma, ZFTA fusion-positive	0.983	EPN ST ZFTA FUS E	0.983
BS_1GQZ81B4	205707900087_R08C01	Ependymal Tumours	0.991961132	Posterior Fossa Ependymoma Group A	0.99061587	Posterior Fossa Ependymoma Group A1	0.985454539	EPN_PFA_1D	0.712914566	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 1D	0.986
BS_Q2CFP829	205567980099_R01C01	Cranial And Paraspinal Nerve Tumours	0.999919724	Schwann-Cell Tumours	0.999869787	Schwannoma	0.999865419	SCHW	0.999865419	Mesenchymal tumors	0.987	Schwannoma	0.984	SCHW	0.984
BS_GF29GAAC	207356850155_R02C01	Other CNS Embryonal Tumours	0.96554666200000006	Cribriform Neuroepithelial Tumour	0.525521762	Cribriform Neuroepithelial Tumour	0.525521762	CRINET	0.525521762	SMARC-altered tumors	0.987	Cribriform neuroepithelial tumor	0.983	CRINET	0.983
BS_5YM07796	206402350049_R03C01	Control Tissues	0.871011371	Control Tissue, Reactive Tumour Microenvironment	0.870130856	Control Tissue, Reactive Tumour Microenvironment	0.870130856	CTRL_REACTIVE	0.870130856	Low-grade glial/glioneuronal tumors	0.981	Pilocytic astrocytoma	0.961	PA ST	0.933
BS_78RQ01QQ	207211180095_R02C01	Adult-Type Diffuse Gliomas	0.999954572	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.999953894	Gliomatosis Cerebri-like Glioma, IDH-wildtype	0.999953689	GCG	0.999953689	Pediatric-type high-grade gliomas	0.975	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.791	pedHGG MYCN	0.387
BS_4CTSVRTB	205676390163_R06C01	Choroid Plexus Tumours	0.999004037	Choroid Plexus Tumours	0.999004037	Choroid Plexus Tumours Subtype A	0.998398523	CPT_PED_A	0.996355087	Choroid plexus tumors	0.987	Choroid plexus papilloma	0.986	CPP PED	0.985
BS_W0VT0DC9	205648310151_R02C01	Cranial And Paraspinal Nerve Tumours	0.961965284	Malignant Peripheral Nerve-Sheath Tumour	0.952216709	Malignant Peripheral Nerve Sheath Tumour [Typical Type]	0.872750366	MPNST_TYP	0.872750366	Mesenchymal tumors	0.987	Malignant peripheral nerve sheath tumor	0.326	MPNST TYP	0.301
BS_9ZTH8XZA	205676390063_R08C01	Medulloblastoma	0.997527205	Medulloblastoma, SHH-Activated	0.99694276	Medulloblastoma, SHH-Activated, Subtype 2	0.685246765	MB_SHH_2	0.685246765	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.981	MB SHH 1	0.978
BS_7Y1A2J3B	205122170055_R01C01	Control Tissues	0.995911845	Control Brain Tissues	0.995911843	Control Tissue, Cerebellar Hemisphere	0.995911838	CTRL_CBM	0.995911838	Low-grade glial/glioneuronal tumors	0.93	Pilocytic astrocytoma	0.929	PA PF VAR	0.929
BS_FVQKDYJP	206430120117_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.97002589	Diffuse Midline Glioma, H3k27-Altered	0.967159914	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.967090745	DMG_K27	0.967090745	Diffuse midline glioma, H3 K27-altered	0.98	Diffuse midline glioma, H3 K27-altered	0.98	DMG K27	0.98
BS_45T9TX1J	205624860132_R02C01	Tumours Of The Sellar Region	0.999760518	Craniopharyngioma	0.999747901	Adamantinomatous Craniopharyngioma	0.999747714	CPH_ADM	0.999747714	Epithelial tumors	0.988	Adamantinomatous craniopharyngioma	0.986	CPH ADM	0.986
BS_FNQVK8W6	205676390004_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999950024	Pilocytic Astrocytoma	0.999909248	Infratentorial Pilocytic Astrocytoma	0.997768291	PA_INF	0.997768291	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_SQE70RAX	206430120054_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.32197852	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.219085174	Ganglioglioma	0.189284587	GG	0.189284587	Control tissues	0.385	Control tissue, optic pathway	0.312	CONTR OPTIC	0.312
BS_QQ96KZ3W	205624880007_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999216646	Pilocytic Astrocytoma	0.99884916	Infratentorial Pilocytic Astrocytoma	0.998649788	PA_INF	0.998649788	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.986
BS_HB6Y8Y2A	206402350045_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999898147	Diffuse Midline Glioma, H3k27-Altered	0.999895635	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999895626	DMG_K27	0.999895626	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_KBV42KN2	206430120102_R04C01	Medulloblastoma	0.997169669	Medulloblastoma Non-WNT/Non-SHH Activated	0.996771576	Medulloblastoma Group 4	0.855112238	MB_G34_V	0.740612973	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.854	MB G4 VII	0.824
BS_0Y8CP9S8	206390560080_R01C01	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.997061466	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.997061466	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.997061466	ABM_MN1	0.997061466	Intermediate-grade IDH-wildtype gliomas	0.568	Astroblastoma, MN1-altered	0.532	AB MN1 BEND2	0.53
BS_16Q57NBD	205707910014_R08C01	Ependymal Tumours	0.999999829	Supratentorial Ependymoma, YAP1-Fused	0.9999986	Supratentorial Ependymoma, YAP1-Fused	0.9999986	EPN_YAP	0.9999986	Ependymal tumors	0.989	Supratentorial ependymoma, YAP1 fusion-positive	0.988	EPN ST YAP	0.988
BS_ZJ36E1SR	205122170051_R04C01	Ependymal Tumours	0.999993038	Posterior Fossa Ependymoma Group A	0.999991765	Posterior Fossa Ependymoma Group A2	0.999991221	EPN_PFA_2A	0.999754712	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.986	EPN PFA 2A	0.985
BS_73Y1GN32	206402350086_R05C01	Ependymal Tumours	0.999970141	Posterior Fossa Ependymoma Group A	0.99996416	Posterior Fossa Ependymoma Group A2	0.999953826	EPN_PFA_2B	0.999516437	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2B	0.987
BS_0H9QQRK0	206430120130_R01C01	Neuroblastoma	0.999597508	Neuroblastoma	0.999597508	Neuroblastoma	0.999597508	NB_TMM_POS	0.950014853	Neuroblastic embryonal tumors	0.985	Peripheral neuroblastoma	0.983	NB TMM POS	0.982
BS_7VBB4CMK	206390560063_R05C01	Choroid Plexus Tumours	0.978050418	Choroid Plexus Tumours	0.978050418	Choroid Plexus Tumours Subtype B	0.97728865	CPT_PED_B	0.976298995	Choroid plexus tumors	0.98	Choroid plexus carcinoma	0.979	CPC PED	0.979
