Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_8SWRSV8D	205567980099_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999907172	Diffuse Midline Glioma, H3k27-Altered	0.999905969	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999905929	DMG_K27	0.999905929	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_3JGGSATX	206430120133_R06C01	Ependymal Tumours	0.999941376	Posterior Fossa Ependymoma Group A	0.99992732	Posterior Fossa Ependymoma Group A1	0.999642828	EPN_PFA_1E	0.897427796	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1E	0.986
BS_0H08N9RR	205624860109_R08C01	Cranial And Paraspinal Nerve Tumours	0.999581305	Schwann-Cell Tumours	0.969994367	Schwannoma	0.969964569	SCHW	0.969964569	Mesenchymal tumors	0.988	Schwannoma	0.582	SCHW	0.582
BS_X4FED3TW	205657380092_R04C01	Meningioma	0.999359077	Meningioma	0.999359077	Meningioma, Intermediate	0.973405656	MNG_INT_A	0.973316918	Meningioma	0.988	Meningioma, intermediate	0.986	MNG INT A	0.986
BS_9N9CVAB8	205676380032_R04C01	Medulloblastoma	0.999999732	Medulloblastoma, WNT Activated	0.999998858	Medulloblastoma, WNT Activated	0.999998858	MB_WNT	0.999998858	Medulloblastoma	0.991	Medulloblastoma, WNT-activated	0.989	MB WNT	0.989
BS_C4BJX2SA	205676380104_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.749364675	Paediatric-Type Diffuse High-Grade Gliomas	0.702146579	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.679037467	pedHGG_RTK1A	0.476980588	Intermediate-grade IDH-wildtype gliomas	0.979	Pleomorphic xanthoastrocytoma	0.973	PXA	0.973
BS_BWZGR3T4	206402350020_R03C01	Inflammatory Microenvironment	0.999259442	Inflammatory Microenvironment	0.999259442	Inflammatory Microenvironment	0.999259442	INFLAM_ENV	0.999259442	Control tissues	0.983	Control tissue, inflammatory microenvironment	0.963	CONTR INFLAM	0.963
BS_W43C1JEW	207211180125_R04C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.797825104	Pleomorphic Xanthoastrocytoma(-Like)	0.797655113	Pleomorphic Xanthoastrocytoma(-Like)	0.797655113	PXA	0.797655113	Intermediate-grade IDH-wildtype gliomas	0.986	Pleomorphic xanthoastrocytoma	0.985	PXA	0.985
BS_SG2X2XQB	205676380130_R03C01	Pineal Parenchymal And Retinal Tumours	0.998672742	Pineoblastoma	0.998334366	Pineoblastoma, miRNA Pathway Altered, Group 1	0.998292332	PB_GRP1A	0.996590057	Pineal region tumors and retinoblastoma	0.986	Pineoblastoma	0.983	PB GROUP 1A	0.982
BS_9YNS9WZJ	205624860102_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.998069051	Pilocytic Astrocytoma	0.979646691	Infratentorial Pilocytic Astrocytoma	0.978465196	PA_INF	0.978465196	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_Z9WJ6WW1	205676390133_R07C01	Neuroblastoma	0.996854395	Neuroblastoma	0.996854395	Neuroblastoma	0.996854395	NB_MYCN	0.989099741	Neuroblastic embryonal tumors	0.984	Peripheral neuroblastoma	0.982	NB MYCN	0.981
BS_XCWP2BJP	205707900137_R02C01	Medulloblastoma	0.999781365	Medulloblastoma Non-WNT/Non-SHH Activated	0.999758529	Medulloblastoma Group 3	0.997852005	MB_G34_III	0.693293858	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.975	MB G3 II	0.962
BS_1X3HZXSC	205707900172_R06C01	Ependymal Tumours	0.978032678	Posterior Fossa Ependymoma Group A	0.97322593	Posterior Fossa Ependymoma Group A1	0.964338929	EPN_PFA_1D	0.641793896	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.943	EPN PFA 1D	0.871
BS_8KXCKTRY	205624860167_R01C01	Control Tissues	0.999849765	Control Brain Tissues	0.999849762	Control Tissue, Pituitary Gland (Anterior Lobe)	0.999849744	CTRL_ADENOPIT	0.999849744	Control tissues	0.516	Control tissue, pituitary gland	0.484	CONTR ADENOPIT	0.484
BS_XP06JZ3B	206390560075_R03C01	Adult-Type Diffuse Gliomas	0.841448669	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.790275862	Gliomatosis Cerebri-like Glioma, IDH-wildtype	0.782337251	GCG	0.782337251	Pediatric-type high-grade gliomas	0.984	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.981	pedHGG MYCN	0.978
BS_Q1AHDMR6	205624860137_R02C01	Medulloblastoma	0.999947563	Medulloblastoma, SHH-Activated	0.999940264	Medulloblastoma, SHH-Activated, Subtype 2	0.999725398	MB_SHH_2	0.999725398	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.988	MB SHH 2	0.988
BS_0E0C4FMZ	205624860137_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999998091	Pilocytic Astrocytoma	0.99999684	Infratentorial Pilocytic Astrocytoma	0.999996616	PA_INF	0.999996616	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.987	PA PF TYP	0.985
BS_BQA22THB	206390560102_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.981399877	Diffuse Midline Glioma, H3k27-Altered	0.980920177	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.980847502	DMG_K27	0.980847502	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_9J5DZY7A	205589730167_R07C01	Tumours Of The Sellar Region	0.980369884	Craniopharyngioma	0.979769422	Papillary Craniopharyngioma	0.912672584	CPH_PAP	0.912672584	Epithelial tumors	0.985	Papillary craniopharyngioma	0.975	CPH PAP	0.975
BS_3Z211WE0	206430120161_R01C01	Tumours Of The Sellar Region	0.999890617	Craniopharyngioma	0.999884976	Adamantinomatous Craniopharyngioma	0.999884954	CPH_ADM	0.999884954	Epithelial tumors	0.988	Adamantinomatous craniopharyngioma	0.986	CPH ADM	0.986
BS_1WW4VNXC	205624870061_R04C01	Ependymal Tumours	0.999921519	Posterior Fossa Ependymoma Group A	0.999909603	Posterior Fossa Ependymoma Group A1	0.999889566	EPN_PFA_1B	0.997670991	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.986	EPN PFA 1B	0.984
BS_3XN092AQ	205707900030_R05C01	Ependymal Tumours	0.999968855	Posterior Fossa Ependymoma Group A	0.999964639	Posterior Fossa Ependymoma Group A1	0.999932537	EPN_PFA_1A	0.997044645	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1A	0.986
BS_AAGXTZ99	206390560101_R07C01	Control Tissues	0.99007914	Control Brain Tissues	0.990079136	Control Tissue, Cerebellar Hemisphere	0.990079123	CTRL_CBM	0.990079123	Low-grade glial/glioneuronal tumors	0.898	Pilocytic astrocytoma	0.898	PA PF VAR	0.897
BS_AG74Q1GW	205657380093_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.998015448	Low-Grade Glioneuronal Tumour	0.997599574	Dysembryoplastic Neuroepithelial Tumour	0.977744407	DNET	0.977744407	Low-grade glial/glioneuronal tumors	0.989	Dysembryoplastic neuroepithelial tumor	0.985	DNT	0.985
BS_39M951RF	207356840095_R01C01	Other CNS Embryonal Tumours	0.999999858	Atypical Teratoid Rhabdoid Tumour	0.999999843	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.999999708	ATRT_SHH	0.999999708	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT SHH	0.986
BS_95XVF293	205707900011_R07C01	Ependymal Tumours	0.958486189	Posterior Fossa Ependymoma Group B \& Posterior Fossa Subependymoma	0.905884489	Posterior Fossa Ependymoma Group B	0.89472077	EPN_PFB_3	0.824423829	Ependymal tumors	0.988	Posterior fossa group A (PFA) ependymoma	0.544	EPN PFA 1C	0.4
BS_FR4K7JTC	206402350061_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999971778	Paediatric-Type Diffuse High-Grade Gliomas	0.999971251	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.999967872	DHG_G34	0.999967872	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.985	DHG G34	0.985
BS_R50NQATQ	205657390069_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.938866339	Pilocytic Astrocytoma	0.849567759	Infratentorial Pilocytic Astrocytoma	0.787369533	PA_INF	0.787369533	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.987
BS_X36SF91S	205657380125_R04C01	Neuroblastoma	0.99999208	Neuroblastoma	0.99999208	Neuroblastoma	0.99999208	NB_MYCN	0.999989588	Neuroblastic embryonal tumors	0.984	Peripheral neuroblastoma	0.982	NB MYCN	0.981
BS_2HBMTAR9	206430120137_R06C01	Control Tissues	0.337139987	Control Brain Tissues	0.333893131	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.21300219	GBM_MES_TYP	0.210767164	Low-grade glial/glioneuronal tumors	0.697	Pilocytic astrocytoma	0.487	PA PF TYP	0.436
BS_H3MYZY2E	205657380024_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999995695	Paediatric-Type Diffuse High-Grade Gliomas	0.999995688	Diffuse Paediatric-Type High Grade Glioma, RTK2 Subtype	0.999267543	pedHGG_RTK2B	0.999267075	Pediatric-type high-grade gliomas	0.987	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.986	pedHGG RTK2B	0.985
BS_GB1XQAD2	205624880180_R03C01	Ependymal Tumours	0.999715709	Posterior Fossa Ependymoma Group A	0.999668953	Posterior Fossa Ependymoma Group A2	0.99854284	EPN_PFA_2B	0.984650887	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2B	0.987
BS_YS55JDT5	209890280173_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999970189	Paediatric-Type Diffuse High-Grade Gliomas	0.999969965	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.999962501	pedHGG_RTK1A	0.999898478	Pediatric-type high-grade gliomas	0.987	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.983	pedHGG RTK1A	0.978
BS_BANDCP3Y	207356840127_R02C01	Other CNS Embryonal Tumours	0.99848914	Atypical Teratoid Rhabdoid Tumour	0.997865588	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.988181	ATRT_MYC	0.988181	SMARC-altered tumors	0.984	Atypical teratoid/rhabdoid tumor	0.979	ATRT MYC	0.925
BS_8GFRJ12Y	205707890145_R08C01	Control Tissues	0.999914879	Control Brain Tissues	0.999914879	Control Tissue, Cerebellar Hemisphere	0.999914879	CTRL_CBM	0.999914879	Low-grade glial/glioneuronal tumors	0.489	Pilocytic astrocytoma	0.489	PA PF VAR	0.488
BS_1TPEKAK9	205624860020_R08C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.999999956	Tumours Of Uncertain Differentiation	0.999999955	CIC-Rearranged Sarcoma	0.999999952	CNS_SARC_CIC	0.999999952	Mesenchymal tumors	0.989	CIC-rearranged sarcoma	0.988	CNS SARC CIC	0.988
BS_DJF7TN3E	206402350063_R01C01	Meningioma	0.23859686	Meningioma	0.23859686	Meningioma, Benign	0.200924968	MNG_BEN_3	0.168327866	Mesenchymal tumors	0.961	Intracranial mesenchymal tumor, FET:CREB fusion-positive	0.169	ICMT A	0.165
BS_RHEQQ702	207356840047_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999682806	Diffuse Midline Glioma, H3k27-Altered	0.999663586	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999663575	DMG_K27	0.999663575	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_VHZYZ8PF	205707900030_R04C01	Ependymal Tumours	0.999572134	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999571225	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999249703	EPN_ST_ZFTA_RELA_B	0.999249408	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.987	EPN ST ZFTA RELA	0.987
BS_EDDWGEHP	206402350046_R06C01	Control Tissues	0.347950234	Control Brain Tissues	0.346253914	Control Tissue, Pons	0.158267671	CTRL_PONS	0.158267671	Low-grade glial/glioneuronal tumors	0.44	Pilocytic astrocytoma	0.208	PA PF TYP	0.135
BS_M20XH5MH	206390560080_R02C01	Other CNS Embryonal Tumours	0.999996409	Atypical Teratoid Rhabdoid Tumour	0.9999954	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.999976584	ATRT_MYC	0.999976584	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT MYC	0.986
BS_9VWSP93Q	207356850156_R07C01	Adult-Type Diffuse Gliomas	0.999959701	Diffuse Glioma, IDH Mutant	0.999958128	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.999860723	A_IDH_LG	0.999850128	Diffuse glioma, IDH-mutant	0.988	Astrocytoma, IDH-mutant, lower-grade	0.986	A IDH LG	0.986
BS_1JSG9783	205676380113_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999988195	Low-Grade Glioneuronal Tumour	0.99998628	Dysembryoplastic Neuroepithelial Tumour	0.994670625	DNET	0.994670625	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.987	DNT	0.987
BS_ZWY272GR	206402350072_R02C01	Tumours Of The Sellar Region	0.486776764	Craniopharyngioma	0.467588401	Adamantinomatous Craniopharyngioma	0.388646663	CPH_ADM	0.388646663	Epithelial tumors	0.938	Adamantinomatous craniopharyngioma	0.929	CPH ADM	0.929
BS_6G81ZFP6	206390560108_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.887752033	Paediatric-Type Diffuse High-Grade Gliomas	0.83351649	Diffuse Paediatric-Type High Grade Glioma, MYCN Subtype	0.723507522	pedHGG_MYCN	0.723507522	Pediatric-type high-grade gliomas	0.984	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.982	pedHGG MYCN	0.979
BS_9AZ2YW9W	205982900155_R02C01	Medulloblastoma	0.74570371	Medulloblastoma, SHH-Activated	0.745572237	Medulloblastoma, SHH-Activated, Subtype 2	0.74475612	MB_SHH_2	0.74475612	Medulloblastoma	0.598	Medulloblastoma, SHH-activated	0.586	MB SHH 2	0.582
BS_6F3TENEM	206390560073_R08C01	Tumours Of The Sellar Region	0.993467819	Craniopharyngioma	0.993275052	Papillary Craniopharyngioma	0.929362303	CPH_PAP	0.929362303	Epithelial tumors	0.987	Papillary craniopharyngioma	0.986	CPH PAP	0.986
BS_79QJPZ3H	205648310114_R07C01	Ependymal Tumours	0.48824022	Posterior Fossa Ependymoma Group A	0.404180488	Posterior Fossa Ependymoma Group A1	0.383406777	EPN_PFA_1B	0.331170513	Ependymal tumors	0.8	Posterior fossa group A (PFA) ependymoma	0.7	EPN PFA 1B	0.645
BS_DQEQPEHF	205707890145_R04C01	Ependymal Tumours	0.99942233	Posterior Fossa Ependymoma Group A	0.999295846	Posterior Fossa Ependymoma Group A2	0.999133409	EPN_PFA_2A	0.777431665	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.982	EPN PFA 2A	0.976
BS_0HMQNWT6	205657380173_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999985	Low-Grade Glioneuronal Tumour	0.999999984	Rosette-Forming Glioneuronal Tumour	0.999999888	RGNT	0.999999888	Low-grade glial/glioneuronal tumors	0.99	Rosette-forming glioneuronal tumor	0.985	RGNT	0.985
BS_7MTTXKMM	205676390063_R04C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.909788688	Pleomorphic Xanthoastrocytoma(-Like)	0.909496515	Pleomorphic Xanthoastrocytoma(-Like)	0.909496515	PXA	0.909496515	Intermediate-grade IDH-wildtype gliomas	0.747	Pleomorphic xanthoastrocytoma	0.745	PXA	0.745
BS_AEX9TT0Z	206390560039_R05C01	Medulloblastoma	0.999925302	Medulloblastoma Non-WNT/Non-SHH Activated	0.999910596	Medulloblastoma Group 3	0.999869389	MB_G34_II	0.998831009	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 II	0.988
BS_PF2FYZFR	205648310089_R07C01	Meningioma	0.366236155	Meningioma	0.366236155	Meningioma, Benign	0.259138574	MNG_BEN_3	0.254506921	Mesenchymal tumors	0.988	Primary intracranial sarcoma, DICER1-mutant	0.165	CNS SARC DICER	0.115
BS_ZJARR92P	206430120113_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999265921	Diffuse Midline Glioma, H3k27-Altered	0.999171533	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999171133	DMG_K27	0.999171133	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_7TZ3H638	205676380026_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999995833	Pilocytic Astrocytoma	0.999982955	Infratentorial Pilocytic Astrocytoma	0.999981213	PA_INF	0.999981213	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_CWTTDDTX	206430120130_R02C01	Ependymal Tumours	0.99996574	Posterior Fossa Ependymoma Group A	0.999960077	Posterior Fossa Ependymoma Group A2	0.999952966	EPN_PFA_2A	0.998708089	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_FQKWSDEZ	205624900139_R08C01	Adult-Type Diffuse Gliomas	0.510550844	Diffuse Glioma, IDH Mutant	0.502988407	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.496816072	A_IDH_HG	0.490879571	Diffuse glioma, IDH-mutant	0.969	Astrocytoma, IDH-mutant, high-grade	0.967	A IDH HG	0.967
BS_FD842CQN	205566000166_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.99995991	Pilocytic Astrocytoma	0.99986705	Infratentorial Pilocytic Astrocytoma	0.999819802	PA_INF	0.999819802	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_JPRGQM6Z	209890280148_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999897673	Diffuse Midline Glioma, H3k27-Altered	0.999893773	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999892053	DMG_K27	0.999892053	Diffuse midline glioma, H3 K27-altered	0.976	Diffuse midline glioma, H3 K27-altered	0.976	DMG K27	0.976
BS_884GB32R	205624900160_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999500619	Paediatric-Type Diffuse High-Grade Gliomas	0.999497987	Diffuse Paediatric-Type High Grade Glioma, RTK2 Subtype	0.930520822	pedHGG_RTK2B	0.930465759	Pediatric-type high-grade gliomas	0.987	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.984	pedHGG RTK2B	0.981
BS_M4PAPSSW	205122170055_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999998751	Pilocytic Astrocytoma	0.999997065	Infratentorial Pilocytic Astrocytoma	0.999993808	PA_INF	0.999993808	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_S9H9WDCD	205657380125_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99978272	Diffuse Midline Glioma, H3k27-Altered	0.999781817	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999781815	DMG_K27	0.999781815	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_6WRGGY1Y	205624900169_R03C01	Control Tissues	0.24271472	Control Tissue, Reactive Tumour Microenvironment	0.231588621	Control Tissue, Reactive Tumour Microenvironment	0.231588621	CTRL_REACTIVE	0.231588621	Control tissues	0.529	Control tissue, reactive tumor microenvironment	0.467	CONTR REACT	0.467
BS_F0PJ864S	205624900009_R06C01	Meningioma	0.997819843	Meningioma	0.997819843	Meningioma, Benign	0.801728106	MNG_BEN_1	0.793232726	Meningioma	0.988	Meningioma, benign	0.755	MNG BEN 1	0.733
BS_1HY7YDZH	205707910014_R07C01	Ependymal Tumours	0.982985439	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.979449329	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.972773556	EPN_ST_ZFTA_RELA_A	0.971631011	Ependymal tumors	0.988	Supratentorial ependymoma, ZFTA fusion-positive	0.982	EPN ST ZFTA RELA	0.982
BS_C48B9VRK	205589740019_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999997235	Pilocytic Astrocytoma	0.9999879	Infratentorial Pilocytic Astrocytoma	0.999985368	PA_INF	0.999985368	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_1BDNZYMM	205707900163_R02C01	Other CNS Embryonal Tumours	0.881859615	Atypical Teratoid Rhabdoid Tumour	0.825612485	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.515883961	ATRT_TYR	0.515883961	SMARC-altered tumors	0.953	Atypical teratoid/rhabdoid tumor	0.953	ATRT TYR	0.949
BS_FGFXGS44	205624900100_R01C01	Meningioma	0.997903518	Meningioma	0.997903518	Meningioma, Benign	0.922435595	MNG_BEN_3	0.922280827	Meningioma	0.982	Meningioma, benign	0.981	MNG BEN 3	0.979
BS_8RNAR5N3	205657380118_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.974878195	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.931861381	Supratentorial Pilocytic Astrocytoma	0.931677819	PA_CORT	0.931677819	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA ST	0.987
BS_E76N8WF4	205624860132_R01C01	Medulloblastoma	0.997782117	Medulloblastoma Non-WNT/Non-SHH Activated	0.997483075	Medulloblastoma Group 4	0.994769911	MB_G34_VII	0.914504236	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.989
BS_38TKJC25	205707890059_R02C01	Ependymal Tumours	0.845938276	Posterior Fossa Ependymoma Group A	0.811840109	Posterior Fossa Ependymoma Group A2	0.412147612	EPN_PFA_2B	0.271252412	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 2A	0.987
BS_BDRTMHBR	205676390135_R08C01	Choroid Plexus Tumours	0.993545304	Choroid Plexus Tumours	0.993545304	Choroid Plexus Tumours Subtype A	0.992250609	CPT_PED_A	0.847039645	Choroid plexus tumors	0.92	Choroid plexus papilloma	0.91	CPP PED	0.842
BS_KD5H0NQ2	206402350056_R06C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999982143	Low-Grade Glioneuronal Tumour	0.999978621	Dysembryoplastic Neuroepithelial Tumour	0.996226093	DNET	0.996226093	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.987	DNT	0.987
BS_YNBF10BW	205707890059_R05C01	Ependymal Tumours	0.99999773300000006	Spinal Ependymoma (myxopapillary-enriched)	0.999996294	Spinal Ependymoma (myxopapillary-enriched)	0.999996294	EPN_MPE	0.999996294	Ependymal tumors	0.989	Myxopapillary ependymoma	0.976	EPN MPE B	0.973
BS_S5DT08R4	206402350095_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.982865089	Pilocytic Astrocytoma	0.969950279	Infratentorial Pilocytic Astrocytoma	0.960941274	PA_INF	0.960941274	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.987
BS_864W8E4X	206430120162_R08C01	Meningioma	0.304519549	Meningioma	0.304519549	Meningioma, Benign	0.286869739	MNG_BEN_1	0.250863204	Mesenchymal tumors	0.921	Intracranial mesenchymal tumor, FET:CREB fusion-positive	0.517	ICMT A	0.514
BS_Y9E0PBBE	205676390142_R04C01	Ependymal Tumours	0.998486574	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.998328706	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.963712283	EPN_ST_ZFTA_RELA_A	0.963647747	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.987	EPN ST ZFTA RELA	0.987
BS_Y2RDJZYG	206402350056_R04C01	Tumours Of The Sellar Region	0.999742957	Craniopharyngioma	0.999729289	Adamantinomatous Craniopharyngioma	0.999729124	CPH_ADM	0.999729124	Epithelial tumors	0.987	Adamantinomatous craniopharyngioma	0.986	CPH ADM	0.986
BS_V6ECHDDQ	205624660018_R03C01	Medulloblastoma	0.99626755	Medulloblastoma Non-WNT/Non-SHH Activated	0.995588807	Medulloblastoma Group 4	0.972224217	MB_G34_VII	0.950644469	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.988
BS_GGJ8DA82	206390560077_R05C01	Medulloblastoma	0.999935903	Medulloblastoma Non-WNT/Non-SHH Activated	0.999928745	Medulloblastoma Group 3	0.999837426	MB_G34_III	0.996831869	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 III	0.988
BS_Z3KGSYDV	206390560034_R08C01	Adult-Type Diffuse Gliomas	0.366358337	Glioblastoma, IDH-Wildtype	0.350880898	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.334883594	GBM_MES_TYP	0.306246623	Pediatric-type high-grade gliomas	0.927	H3 K27 and MAPK-altered glioma	0.487	H3K27 MAPK	0.487
BS_YM8N4S9W	205676390135_R04C01	Cranial And Paraspinal Nerve Tumours	0.95642991	Schwann-Cell Tumours	0.954478596	Schwannoma	0.94517198	SCHW	0.94517198	Mesenchymal tumors	0.988	Schwannoma	0.984	SCHW	0.984
BS_AEF61NYH	205589740019_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.926369568	Pilocytic Astrocytoma	0.890416494	Infratentorial Pilocytic Astrocytoma	0.876092635	PA_INF	0.876092635	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_03EY696E	205624900061_R02C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.571517531	Low-Grade Glioneuronal Tumour	0.505200721	Papillary Glioneuronal Tumour	0.268162481	PGNT	0.268162481	Low-grade glial/glioneuronal tumors	0.989	Dysembryoplastic neuroepithelial tumor	0.817	DNT	0.817
